序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长_秒,有消费,CTR,CPC,有浏览,有转化,平均浏览,GMM_K,cluster_id,分类
694,505,495817671,9630806627,128.05,108,155,0.7722,100.0,True,0.6967741935483871,1.1856481481481482,True,True,1.4351851851851851,8,6,稳定拓展型三
695,513,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
696,518,495817671,9630806627,1.57,3,11,0.5,156.0,True,0.2727272727272727,0.5233333333333333,True,True,3.6666666666666665,8,1,稳定拓展型
697,530,495817671,9630806627,74.08,84,140,0.8169,56.0,True,0.6,0.8819047619047619,True,True,1.6666666666666667,8,6,稳定拓展型三
698,533,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
699,546,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
700,560,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
701,561,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
702,567,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
703,584,495817671,9630806627,0.24,1,1,1.0,13.0,True,1.0,0.24,True,True,1.0,8,7,低效长尾型二
704,617,495817671,9630806627,5.13,6,5,1.0,6.0,True,1.2,0.855,True,True,0.8333333333333334,8,7,低效长尾型二
705,625,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
706,640,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
707,643,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
708,665,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
709,677,495817671,9630806627,1.39,1,1,1.0,120.0,True,1.0,1.39,True,True,1.0,8,7,低效长尾型二
710,679,495817671,9630806627,200.65,252,174,0.925,85.0,True,1.4482758620689655,0.7962301587301588,True,True,0.6904761904761905,8,6,稳定拓展型三
711,680,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
712,714,495817671,9630806627,5.76,12,7,1.0,39.0,True,1.7142857142857142,0.48,True,True,0.5833333333333334,8,7,低效长尾型二
713,735,495817671,9630806627,18.17,21,22,0.8333,87.0,True,0.9545454545454546,0.8652380952380954,True,True,1.0476190476190477,8,6,稳定拓展型三
714,763,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
715,794,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
716,798,495817671,9630806627,0.89,2,2,1.0,98.0,True,1.0,0.445,True,True,1.0,8,7,低效长尾型二
717,815,495817671,9630806627,2298.65,2510,2693,0.7592,154.0,True,0.9320460453026365,0.915796812749004,True,True,1.0729083665338646,8,6,稳定拓展型三
718,847,495817671,9630806627,19.53,16,39,0.5833,184.0,True,0.41025641025641024,1.220625,True,True,2.4375,8,1,稳定拓展型
719,848,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
720,858,495817671,9630806627,10.73,23,19,0.8824,85.0,True,1.2105263157894737,0.4665217391304348,True,True,0.8260869565217391,8,4,稳定拓展型二
721,859,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
722,872,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
723,875,495817671,9630806627,47.51,29,95,0.72,311.0,True,0.30526315789473685,1.6382758620689655,True,True,3.2758620689655173,8,1,稳定拓展型
724,882,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
725,890,495817671,9630806627,56.98,132,47,0.9783,86.0,True,2.8085106382978724,0.43166666666666664,True,True,0.3560606060606061,8,4,稳定拓展型二
726,965,495817671,9630806627,12.3,13,11,0.875,129.0,True,1.1818181818181819,0.9461538461538462,True,True,0.8461538461538461,8,6,稳定拓展型三
727,966,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
728,976,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
729,1018,495817671,9630806627,0.15,1,0,0.0,,True,,0.15,False,True,0.0,8,5,潜力挖掘型
730,1040,495817671,9630806627,6.4,5,3,1.0,65.0,True,1.6666666666666667,1.28,True,True,0.6,8,7,低效长尾型二
731,1041,495817671,9630806627,2.11,4,4,1.0,90.0,True,1.0,0.5275,True,True,1.0,8,7,低效长尾型二
732,1045,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
733,1056,495817671,9630806627,1.01,2,1,1.0,,True,2.0,0.505,True,True,0.5,8,7,低效长尾型二
734,1062,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
735,1089,495817671,9630806627,396.88,330,591,0.5259,419.0,True,0.5583756345177665,1.2026666666666666,True,True,1.790909090909091,8,6,稳定拓展型三
736,1090,495817671,9630806627,14.8,21,22,0.7778,84.0,True,0.9545454545454546,0.7047619047619048,True,True,1.0476190476190477,8,6,稳定拓展型三
737,1092,495817671,9630806627,4.16,3,6,0.6667,251.0,True,0.5,1.3866666666666667,True,True,2.0,8,6,稳定拓展型三
738,1150,495817671,9630806627,33.45,50,47,0.9231,29.0,True,1.0638297872340425,0.669,True,True,0.94,8,6,稳定拓展型三
739,1151,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
740,1152,495817671,9630806627,20.59,30,29,0.96,65.0,True,1.0344827586206897,0.6863333333333334,True,True,0.9666666666666667,8,6,稳定拓展型三
741,1158,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
742,1164,495817671,9630806627,237.11,200,369,0.5455,335.0,True,0.5420054200542005,1.18555,True,True,1.845,8,6,稳定拓展型三
743,1185,495817671,9630806627,3.09,4,6,0.75,24.0,True,0.6666666666666666,0.7725,True,True,1.5,8,6,稳定拓展型三
744,1195,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
745,1207,495817671,9630806627,115.45,90,134,0.8289,91.0,True,0.6716417910447762,1.2827777777777778,True,True,1.488888888888889,8,6,稳定拓展型三
746,1225,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
747,1229,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
748,1241,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
749,1242,495817671,9630806627,10.75,12,11,0.7778,114.0,True,1.0909090909090908,0.8958333333333334,True,True,0.9166666666666666,8,6,稳定拓展型三
750,1243,495817671,9630806627,13.53,13,7,1.0,72.0,True,1.8571428571428572,1.0407692307692307,True,True,0.5384615384615384,8,7,低效长尾型二
751,1265,495817671,9630806627,1.37,2,1,1.0,1.0,True,2.0,0.685,True,True,0.5,8,7,低效长尾型二
752,1287,495817671,9630806627,3.95,6,6,1.0,73.0,True,1.0,0.6583333333333333,True,True,1.0,8,7,低效长尾型二
753,1312,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
754,1314,495817671,9630806627,14.45,12,18,0.6364,53.0,True,0.6666666666666666,1.2041666666666666,True,True,1.5,8,6,稳定拓展型三
755,1318,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
756,1364,495817671,9630806627,41.04,62,22,1.0,63.0,True,2.8181818181818183,0.6619354838709677,True,True,0.3548387096774194,8,7,低效长尾型二
757,1365,495817671,9630806627,3.6,5,8,0.75,82.0,True,0.625,0.72,True,True,1.6,8,6,稳定拓展型三
758,1368,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
759,1377,495817671,9630806627,1.03,1,1,1.0,120.0,True,1.0,1.03,True,True,1.0,8,7,低效长尾型二
760,1390,495817671,9630806627,18.22,25,21,0.9375,68.0,True,1.1904761904761905,0.7288,True,True,0.84,8,6,稳定拓展型三
761,1424,495817671,9630806627,2592.53,2414,145,0.8839,97.0,True,16.648275862068967,1.0739560894780449,True,True,0.06006628003314002,8,4,稳定拓展型二
762,1425,495817671,9630806627,50.01,43,43,0.9091,156.0,True,1.0,1.1630232558139535,True,True,1.0,8,6,稳定拓展型三
763,1437,495817671,9630806627,0.91,1,1,1.0,2.0,True,1.0,0.91,True,True,1.0,8,7,低效长尾型二
764,1438,495817671,9630806627,1912.61,934,966,0.6199,276.0,True,0.9668737060041408,2.0477623126338327,True,True,1.0342612419700214,8,0,高价值转化型
765,1446,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
766,1458,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
767,1486,495817671,9630806627,73.03,75,130,0.8333,101.0,True,0.5769230769230769,0.9737333333333333,True,True,1.7333333333333334,8,6,稳定拓展型三
768,1524,495817671,9630806627,5.5,9,6,1.0,49.0,True,1.5,0.6111111111111112,True,True,0.6666666666666666,8,7,低效长尾型二
769,1566,495817671,9630806627,0.93,1,4,0.0,104.0,True,0.25,0.93,True,True,4.0,8,5,潜力挖掘型
770,1575,495817671,9630806627,33.9,202,144,0.5,508.0,True,1.4027777777777777,0.1678217821782178,True,True,0.7128712871287128,8,4,稳定拓展型二
771,1581,495817671,9630806627,17.82,27,20,0.8571,45.0,True,1.35,0.66,True,True,0.7407407407407407,8,6,稳定拓展型三
772,1590,495817671,9630806627,126.84,80,136,0.8281,137.0,True,0.5882352941176471,1.5855000000000001,True,True,1.7,8,6,稳定拓展型三
773,1608,495817671,9630806627,0.89,1,1,1.0,120.0,True,1.0,0.89,True,True,1.0,8,7,低效长尾型二
774,1619,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
775,1647,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
776,1649,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
777,1656,495817671,9630806627,0.51,2,2,1.0,62.0,True,1.0,0.255,True,True,1.0,8,7,低效长尾型二
778,1666,495817671,9630806627,28.78,19,26,0.7,201.0,True,0.7307692307692307,1.5147368421052632,True,True,1.368421052631579,8,6,稳定拓展型三
779,1691,495817671,9630806627,1.24,1,1,1.0,120.0,True,1.0,1.24,True,True,1.0,8,7,低效长尾型二
780,1702,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
781,1707,495817671,9630806627,50.61,45,3,1.0,80.0,True,15.0,1.1246666666666667,True,True,0.06666666666666667,8,4,稳定拓展型二
782,1723,495817671,9630806627,3.03,5,3,1.0,80.0,True,1.6666666666666667,0.606,True,True,0.6,8,7,低效长尾型二
783,1727,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
784,1738,495817671,9630806627,162.44,128,148,0.8454,85.0,True,0.8648648648648649,1.2690625,True,True,1.15625,8,6,稳定拓展型三
785,1754,495817671,9630806627,2.05,5,4,1.0,32.0,True,1.25,0.41,True,True,0.8,8,7,低效长尾型二
786,1785,495817671,9630806627,44.38,65,68,0.902,142.0,True,0.9558823529411765,0.6827692307692308,True,True,1.0461538461538462,8,6,稳定拓展型三
787,1786,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
788,1817,495817671,9630806627,115.52,116,109,0.9186,102.0,True,1.0642201834862386,0.9958620689655172,True,True,0.9396551724137931,8,6,稳定拓展型三
789,1824,495817671,9630806627,4.04,5,5,1.0,106.0,True,1.0,0.808,True,True,1.0,8,7,低效长尾型二
790,1825,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
791,1844,495817671,9630806627,8.64,13,68,0.6364,329.0,True,0.19117647058823528,0.6646153846153846,True,True,5.230769230769231,8,1,稳定拓展型
792,1853,495817671,9630806627,4.59,8,6,1.0,230.0,True,1.3333333333333333,0.57375,True,True,0.75,8,7,低效长尾型二
793,1914,495817671,9630806627,14.49,9,17,0.8333,202.0,True,0.5294117647058824,1.61,True,True,1.8888888888888888,8,1,稳定拓展型
794,1917,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
795,1921,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
796,1924,495817671,9630806627,1649.24,645,683,0.7829,165.0,True,0.9443631039531479,2.5569612403100774,True,True,1.0589147286821705,8,0,高价值转化型
797,1976,495817671,9630806627,58.12,47,46,0.8378,139.0,True,1.0217391304347827,1.236595744680851,True,True,0.9787234042553191,8,6,稳定拓展型三
798,1981,495817671,9630806627,375.87,274,329,0.8894,126.0,True,0.8328267477203647,1.3717883211678832,True,True,1.2007299270072993,8,6,稳定拓展型三
799,1983,495817671,9630806627,5.04,4,5,0.6667,21.0,True,0.8,1.26,True,True,1.25,8,6,稳定拓展型三
800,2019,495817671,9630806627,901.8,964,1186,0.7208,166.0,True,0.8128161888701517,0.9354771784232365,True,True,1.2302904564315353,8,6,稳定拓展型三
801,2036,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
802,2093,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
803,2096,495817671,9630806627,5.78,12,18,0.6667,49.0,True,0.6666666666666666,0.4816666666666667,True,True,1.5,8,6,稳定拓展型三
804,2097,495817671,9630806627,0.91,1,0,0.0,,True,,0.91,False,True,0.0,8,5,潜力挖掘型
805,2124,495817671,9630806627,5.91,6,7,0.8333,29.0,True,0.8571428571428571,0.985,True,True,1.1666666666666667,8,6,稳定拓展型三
806,2125,495817671,9630806627,0.15,1,0,0.0,,True,,0.15,False,True,0.0,8,5,潜力挖掘型
807,2128,495817671,9630806627,32.54,38,55,0.8571,125.0,True,0.6909090909090909,0.8563157894736841,True,True,1.4473684210526316,8,6,稳定拓展型三
808,2129,495817671,9630806627,1.95,1,1,1.0,1.0,True,1.0,1.95,True,True,1.0,8,7,低效长尾型二
809,2139,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
810,2152,495817671,9630806627,18.12,21,38,0.6667,69.0,True,0.5526315789473685,0.8628571428571429,True,True,1.8095238095238095,8,6,稳定拓展型三
811,2176,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
812,2195,495817671,9630806627,0.65,1,1,1.0,120.0,True,1.0,0.65,True,True,1.0,8,7,低效长尾型二
813,2203,495817671,9630806627,0.78,1,1,1.0,289.0,True,1.0,0.78,True,True,1.0,8,7,低效长尾型二
814,2267,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
815,2280,495817671,9630806627,13.66,10,8,0.8571,58.0,True,1.25,1.366,True,True,0.8,8,6,稳定拓展型三
816,2320,495817671,9630806627,55.43,61,44,0.9211,101.0,True,1.3863636363636365,0.9086885245901639,True,True,0.7213114754098361,8,6,稳定拓展型三
817,2322,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
818,2328,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
819,2354,495817671,9630806627,2.39,2,4,0.0,126.0,True,0.5,1.195,True,True,2.0,8,5,潜力挖掘型
820,2367,495817671,9630806627,3.84,5,4,1.0,64.0,True,1.25,0.768,True,True,0.8,8,7,低效长尾型二
821,2370,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
822,2381,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
823,2383,495817671,9630806627,19.2,39,30,0.9655,45.0,True,1.3,0.4923076923076923,True,True,0.7692307692307693,8,4,稳定拓展型二
824,2390,495817671,9630806627,22.25,16,7,0.8333,84.0,True,2.2857142857142856,1.390625,True,True,0.4375,8,4,稳定拓展型二
825,2425,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
826,2432,495817671,9630806627,2.71,3,3,1.0,8.0,True,1.0,0.9033333333333333,True,True,1.0,8,7,低效长尾型二
827,2438,495817671,9630806627,663.8,552,565,0.7393,236.0,True,0.9769911504424779,1.2025362318840578,True,True,1.0235507246376812,8,6,稳定拓展型三
828,2447,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
829,2479,495817671,9630806627,0.8,1,1,1.0,120.0,True,1.0,0.8,True,True,1.0,8,7,低效长尾型二
830,2501,495817671,9630806627,15.12,17,17,0.7778,390.0,True,1.0,0.8894117647058823,True,True,1.0,8,6,稳定拓展型三
831,2516,495817671,9630806627,1.29,6,4,1.0,70.0,True,1.5,0.215,True,True,0.6666666666666666,8,7,低效长尾型二
832,2524,495817671,9630806627,20.21,13,13,0.8,45.0,True,1.0,1.5546153846153847,True,True,1.0,8,6,稳定拓展型三
833,2527,495817671,9630806627,2.29,5,0,0.0,,True,,0.458,False,True,0.0,8,5,潜力挖掘型
834,2533,495817671,9630806627,19372.48,19493,16351,0.6791,148.0,True,1.1921595009479542,0.9938172677371364,True,True,0.8388139332067922,8,0,高价值转化型
835,2541,495817671,9630806627,1719.88,695,3422,0.4544,346.0,True,0.20309760374050262,2.4746474820143884,True,True,4.923741007194245,8,0,高价值转化型
836,2586,495817671,9630806627,1676.01,523,808,0.7976,129.0,True,0.6472772277227723,3.204608030592734,True,True,1.5449330783938815,8,0,高价值转化型
837,2587,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
838,2629,495817671,9630806627,4.43,5,3,1.0,82.0,True,1.6666666666666667,0.8859999999999999,True,True,0.6,8,7,低效长尾型二
839,2633,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
840,2699,495817671,9630806627,1.08,1,1,1.0,129.0,True,1.0,1.08,True,True,1.0,8,7,低效长尾型二
841,2703,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
842,2727,495817671,9630806627,11.66,15,15,1.0,45.0,True,1.0,0.7773333333333333,True,True,1.0,8,7,低效长尾型二
843,2738,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
844,2745,495817671,9630806627,2.05,3,3,1.0,1.0,True,1.0,0.6833333333333332,True,True,1.0,8,7,低效长尾型二
845,2793,495817671,9630806627,17.12,21,19,0.875,102.0,True,1.105263157894737,0.8152380952380953,True,True,0.9047619047619048,8,6,稳定拓展型三
846,2814,495817671,9630806627,2.07,2,2,1.0,62.0,True,1.0,1.035,True,True,1.0,8,7,低效长尾型二
847,2821,495817671,9630806627,1327.25,927,1812,0.7814,140.0,True,0.5115894039735099,1.4317691477885652,True,True,1.9546925566343043,8,6,稳定拓展型三
848,2825,495817671,9630806627,10.3,8,14,0.75,298.0,True,0.5714285714285714,1.2875,True,True,1.75,8,6,稳定拓展型三
849,2855,495817671,9630806627,42.31,55,60,0.8444,60.0,True,0.9166666666666666,0.7692727272727273,True,True,1.0909090909090908,8,6,稳定拓展型三
850,2869,495817671,9630806627,57.95,52,127,0.8409,118.0,True,0.4094488188976378,1.114423076923077,True,True,2.4423076923076925,8,1,稳定拓展型
851,2874,495817671,9630806627,6.68,7,5,1.0,263.0,True,1.4,0.9542857142857143,True,True,0.7142857142857143,8,7,低效长尾型二
852,2891,495817671,9630806627,4.31,6,5,0.6667,115.0,True,1.2,0.7183333333333333,True,True,0.8333333333333334,8,6,稳定拓展型三
853,2892,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
854,2896,495817671,9630806627,6.25,9,8,1.0,26.0,True,1.125,0.6944444444444444,True,True,0.8888888888888888,8,7,低效长尾型二
855,2898,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
856,2899,495817671,9630806627,1569.85,1892,1578,0.822,176.0,True,1.1989860583016476,0.82973044397463,True,True,0.8340380549682875,8,6,稳定拓展型三
857,2921,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
858,2933,495817671,9630806627,2839.7,2473,3691,0.6966,195.0,True,0.6700081278786236,1.1482814395471086,True,True,1.492519207440356,8,6,稳定拓展型三
859,2966,495817671,9630806627,1.5,1,0,0.0,,True,,1.5,False,True,0.0,8,5,潜力挖掘型
860,2987,495817671,9630806627,442.84,485,133,0.9145,111.0,True,3.6466165413533833,0.9130721649484536,True,True,0.27422680412371137,8,4,稳定拓展型二
861,2995,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
862,2996,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
863,2997,495817671,9630806627,0.71,1,3,0.0,37.0,True,0.3333333333333333,0.71,True,True,3.0,8,5,潜力挖掘型
864,3008,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
865,3016,495817671,9630806627,22.59,16,51,0.6875,191.0,True,0.3137254901960784,1.411875,True,True,3.1875,8,1,稳定拓展型
866,3040,495817671,9630806627,1.98,4,4,1.0,65.0,True,1.0,0.495,True,True,1.0,8,7,低效长尾型二
867,3082,495817671,9630806627,5.14,3,16,0.0,403.0,True,0.1875,1.7133333333333332,True,True,5.333333333333333,8,5,潜力挖掘型
868,3101,495817671,9630806627,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
869,3104,495817671,9630806627,18.62,25,23,1.0,25.0,True,1.0869565217391304,0.7448,True,True,0.92,8,7,低效长尾型二
